station_id,label,river_name,town,lat,long,status,last_updated
690203,Rochdale,River Roch,Rochdale,53.611067,-2.178685,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106947
4036,Twyford Bridge,River Poulter,Elkesley,53.26962,-0.952008,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106948
46128,Rolster Bridge,River Harbourne,Harbertonford,50.393426,-3.73051,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106949
4827TH,Bragbury Park,Stevenage Brook,Bragbury End,51.874477,-0.149495,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106950
055003_TG_316,Lugwardine,River Lugg,Lugwardine,52.061919,-2.659977,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106952
L2011,Nun Appleton Fleet Pumping Station,River Wharfe,Nun Appleton,53.851542,-1.15762,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106953
L08015,Darfield Bridge,River Dearne,Darfield,53.536358,-1.366253,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106954
2206,Merrywalks,Slad Brook,Stroud,51.746918,-2.217953,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106955
4161,Great Glen,River Sence,Great Glen,52.574167,-1.035067,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106957
693426,Prestbury,River Bollin,Prestbury,53.289231,-2.148611,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106958
E72639,Avonmouth Portbury,Tide,Avonmouth,51.49999,-2.728468,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106959
E72624,Avonmouth Portbury,,,51.5,-2.72847,,2025-10-01 18:29:21.106960
730506,Victoria Bridge,River Kent,"Victoria Bridge, Kendal",54.330571,-2.742287,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106961
53131,Bitton,River Boyd,Bitton,51.426965,-2.459703,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106962
43216,Walford Mill,River Allen,Wimborne Minster,50.805852,-1.990007,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106964
45171,Dawlish,Dawlish Water,Dawlish,50.580497,-3.472207,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106965
4124,Aston Bridge,River Dove,Sudbury,52.877141,-1.759128,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106966
E2901,Claypole,River Witham,Claypole,53.022669,-0.746145,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106967
2095,Little Alne,River Alne,Little Alne,52.247533,-1.793996,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106968
022014,Alwinton Bridge,River Coquet,Alwinton,55.344803,-2.122952,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106969
E21127,Heacham,Heacham River,Heacham,52.908305,0.504442,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106970
45134,Rewe,River Culm,Rewe,50.782406,-3.496159,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106971
L1115,Kirkburton Riley Lane,Dean Bottom Beck,Kirkburton,53.60958,-1.705229,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106972
E2790,Brigg,River Ancholme,Brigg,53.550068,-0.501979,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106973
L3404,North America,Market Weighton Canal,North America,53.77033,-0.707786,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106974
067027_TG_127,Ironbridge,River Dee,Aldford,53.134133,-2.871357,http://environment.data.gov.uk/flood-monitoring/def/core/statusukcmf,2025-10-01 18:29:21.106975
L2322,Romanby,Willow Beck,Romanby,54.336432,-1.450586,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106976
2241TH,Hungerford Shalbourne,River Shalbourne,Hungerford,51.412847,-1.526019,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106977
760502,Temple Sowerby,River Eden,Temple Sowerby,54.648336,-2.614388,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106978
E12442,Highbridge weir,River Itchen,Colden Common,50.990287,-1.335564,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106980
5380TH,"Walthamstow, Low Hall",River Lee,Walthamstow,51.574894,-0.043637,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106981
765045,Denton Holme,River Caldew,Carlisle,54.885739,-2.937513,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106982
L2545,Sinnington,River Seven,Sinnington,54.262449,-0.859287,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106983
F0815,Worsbrough,River Dove,Worsbrough,53.526193,-1.473913,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106984
740101,Ulpha,River Duddon,Hall Dunnerdale,54.341859,-3.218047,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106985
E4411,Slea Tilting Gate,River Slea,Sleaford,52.998853,-0.408576,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106986
531109,Bristol Harbour Passage Street,Bristol Frome,Bristol Harbour Passage Street,51.45411,-2.586653,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106987
L1203,Copley Bridge,River Calder,Copley,53.697959,-1.873488,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106988
2870TH,Denham Colne,River Colne,Denham,51.56631,-0.483905,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106989
4435,Lenton,River Leen,Lenton,52.948176,-1.183337,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106990
2642,Worcester (Barbourne),River Severn,Worcester,52.206967,-2.235272,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106991
023036,Allen Mill Bridge,River East Allen,Allendale Town,54.904713,-2.265082,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106992
47140,CANWORTHY WATER BRIDGE,,,50.697595,-4.509797,,2025-10-01 18:29:21.106994
4064,Scotter,River Eau,Scotter,53.498488,-0.664311,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106995
761659,Eamont Bridge Farm,River Eamont,Eamont Bridge,54.651055,-2.743236,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106996
2011,Harford Hill,River Salwarpe,Salwarpe,52.255374,-2.193909,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106997
735225,Far Sawrey,Windermere,Mitchell Wyke Ferry Bay,54.352722,-2.940028,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106998
F2102,Skip Bridge,River Nidd,Kirk Hammerton,53.998678,-1.266199,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.106999
720517,St Michaels,River Wyre,St Michael's On Wyre,53.863761,-2.817872,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107000
5376TH,Chingford,Ching Brook,Chingford,51.619051,0.008836,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107001
E21563,Barton Broad,River Ant,Neatishead,52.735281,1.480458,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107006
684027,Bridge Trafford,River Gowy,Bridge Trafford,53.234132,-2.827991,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107007
46119,Loddiswell,River Avon,Loddiswell,50.31395,-3.800717,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107008
E8210,Freshfield Bridge,River Ouse,Scayne's Hill,51.002867,-0.027718,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107010
L0307,Killamarsh,River Rother,Killamarsh,53.326718,-1.328824,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107011
2896TH,"Pound Mill, Staines",Wraysbury River,Staines,51.43615,-0.514892,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107012
E60601,Ravenstone Mill Sluice,River Great Ouse,Filgrave,52.129553,-0.753104,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107013
53122,Trowbridge,River Biss,Trowbridge,51.31742,-2.206553,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107014
3015TH,Caker Stream,Caker Stream,Alton,51.140148,-0.959908,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107015
E2062,ISLIP LOCK SLUICE,,,52.400135,-0.544254,,2025-10-01 18:29:21.107017
E4351,Aldington Upstream,East Stour Trib  Great Stour,Aldington,51.105167,0.948046,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107018
1681TH,Abingdon Peachcroft,Radley Park Ditch,Abingdon,51.683092,-1.268125,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107019
43207,Colesbrook,Shreen Water,Milton On Stour,51.049578,-2.276018,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107020
4115,Mansfield The Dykes,River Maun,Mansfield,53.166753,-1.164236,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107021
45162,Withy Bridge,River Clyst,Broadclyst,50.752006,-3.454461,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107022
2086,Bransford,River Teme,Bransford,52.177055,-2.28833,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107023
E2285,Dodford,River Nene,Dodford,52.240918,-1.083171,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107024
E2900-southern,Queenborough,River Medway,Queenborough,51.415798,0.742491,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107025
E12470,Wharf Mill,River Itchen,Winchester,51.0582,-1.308338,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107026
48125,St Erth,River Hayle,St Erth,50.156881,-5.432918,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107027
L2313,Thirsk,Cod Beck,Thirsk,54.235258,-1.341973,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107029
L2907,Castleton,River Esk,Castleton,54.466168,-0.944968,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107030
692423,Portwood,River Tame,Bredbury,53.42353,-2.141405,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107031
50197,ILFRACOMBE LAMBDA,,,51.196412,-4.120133,,2025-10-01 18:29:21.107032
700306,Wanes Blades,River Douglas,Newburgh,53.607043,-2.793103,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107033
4203,Bulwell,River Leen,Bulwell,53.009557,-1.190048,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107034
L1231,Nutclough,Hebden Water,Hebden Bridge,53.744763,-2.010569,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107035
0319TH,Rodbourne,River Ray,Haydon Wick,51.571821,-1.816698,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107036
3826TH,Edgware Hospital,Silk Stream,Edgware,51.607093,-0.271414,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107037
5151TH,Sawbridgeworth,River Stort,Sawbridgeworth,51.812151,0.158674,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107038
53197,Witham Friary,Somerset Frome,Witham Friary,51.169425,-2.364153,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107039
E22548,Glemsford,River Glem,Stanstead,52.09308,0.693213,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107040
E1662,Donington Bridge,South Forty Foot Drain,Bridge End,52.90501,-0.255888,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107042
2670,Saintbridge,River Twyver,Gloucester,51.848419,-2.217412,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107043
E3951,Horton weir,Great Stour,Chartham,51.257785,1.030079,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107044
F0806,Barnsley,River Dearne,Barnsley,53.560696,-1.473078,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107045
E4402,White Water Dyke,White Water Dyke,Kingsnorth,51.121217,0.85627,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107046
4369TH,Winsford Road,River Pool,Catford,51.435695,-0.027404,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107047
45213,East Budleigh Brookfield Road,Budleigh Brook,East Budleigh,50.652217,-3.320001,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107048
E24823,Oulton Broad,River Waveney,Oulton Broad,52.474903,1.71041,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107049
51107,Beggearn Huish,Washford River,Washford,51.14633,-3.373795,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107050
44131,Beaminster,River Brit,Beaminster,50.807196,-2.739279,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107051
1790TH,Abingdon,River Ock,Abingdon,51.666656,-1.305189,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107052
023027,Haltwhistle,River Tyne,Haltwhistle,54.967781,-2.460104,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107053
47131,Bridge Rule,River Tamar,Bridge Rule,50.799229,-4.450269,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107054
4055,Duffield,River Ecclesbourne,Windley,52.998306,-1.525391,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107055
E12781,Sewards Bridge,Cheriton Stream,New Alresford,51.086429,-1.181847,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107056
2002,Evesham,River Avon,Evesham,52.092165,-1.942876,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107057
055021_TG_305,Butts Bridge,River Lugg,Butts Bridge,52.226571,-2.730348,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107058
2262,Zoons Court Flood Storage,Horsbere Brook,Gloucester,51.868695,-2.195623,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107059
E1750,Leasingham Mill,River Slea,Evedon,53.022732,-0.379369,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107060
E21058,Cockfield,River Brett,Cockfield,52.135453,0.794489,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107061
731013,Beetham Weir,River Bela,Beetham,54.218531,-2.774107,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107063
2455TH,Crookham Village,River Hart,Crookham Village,51.262934,-0.867562,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107064
4018,Marston on Dove,River Dove,Rolleston On Dove,52.855534,-1.648727,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107065
50150,Brendon,East Lyn River,Brendon,51.219143,-3.751991,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107066
1210TH,Evenlode Bridge,River Evenlode,Evenlode,51.95095,-1.679842,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107067
2225,Bodiam Avenue,Daniels Brook,Gloucester,51.832287,-2.270144,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107068
2607TH,Bray Lock,River Thames,Bray,51.509305,-0.69032,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107069
E22761,Lexden,River Colne,Beacon End,51.89895,0.851031,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107070
690408,Farnworth,River Croal,Farnworth,53.557357,-2.388815,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107071
E21183,Kilham's Bridge,River Wallington,North Wootton,52.797857,0.407775,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107072
4143,Leek,River Churnet,Leek,53.1201,-2.012802,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107073
L1505,Cononley,River Aire,Cononley,53.918229,-2.006046,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107074
5329TH,"Waltham Abbey, Sewardstone Road",Cobbins Brook,Waltham Abbey,51.681471,0.004958,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107075
48190,St Blazey Station Road,St Blazey Stream,St Blazey,50.361418,-4.715659,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107076
E2647,Hudds Mill,River Welland,Stamford,52.654318,-0.461033,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107077
E71539,Sheerness,Tide,Sheerness,51.445627,0.743415,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107078
E71524,Sheerness,,,51.44564,0.74344,,2025-10-01 18:29:21.107079
E24267,St Ives,River Great Ouse,St Ives,52.317315,-0.072946,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107081
2077,Welsh Bridge,River Severn,Shrewsbury,52.709797,-2.75808,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107082
5442TH,Shonks Mill Bridge,River Roding,Navestock Heath,51.661693,0.209122,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107083
750504,Threlkeld,River Glenderamackin,Threlkeld,54.613784,-3.050496,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107084
2819TH,Colney Street,River Ver,Colney Street,51.704664,-0.336052,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107085
47169,Trengune,River Ottery,Trengune,50.710701,-4.56631,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107086
2902TH,Chertsey Lock,River Thames,Chertsey,51.390617,-0.48637,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107087
L1357,Wakefield Henry Street Bridge,Alverthorpe Beck,Hedon Westlands Drain,53.681612,-1.517112,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107088
48116,Ladock,Tresillian River,Ladock,50.321143,-4.961751,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107089
E1788,Partney,River Lymn,Partney,53.187011,0.096794,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107091
F25110,Levisham Mill,Levisham Beck,Levisham,54.299848,-0.717923,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107092
L2304,Maunby,River Swale,Maunby,54.270085,-1.467898,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107093
E2141,Tixover,River Welland,Tixover,52.587333,-0.568186,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107094
2200TH,Reading,River Thames,Reading,51.461325,-0.967884,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107095
L3609,Croft,River Tees,Croft-on-Tees,54.483499,-1.553528,http://environment.data.gov.uk/flood-monitoring/def/core/statusClosed,2025-10-01 18:29:21.107096
2230TH,Knighton Main,River Kennet,Whittonditch,51.437409,-1.576981,http://environment.data.gov.uk/flood-monitoring/def/core/statusSuspended,2025-10-01 18:29:21.107097
2165,Gloucester,River Severn,Gloucester,51.864982,-2.252201,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107098
E22539,Westmill,River Stour,Pentlow,52.085266,0.665897,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107099
712130,Lomeshaye,Pendle Water,Nelson,53.836305,-2.232297,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107100
F0203,Whittington,River Rother,Old Whittington,53.266027,-1.410737,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107101
2661,Witcombe,Horsbere Brook,Gloucester,51.840037,-2.142115,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107102
3229TH,Gatwick Link,Gatwick Stream,Horley,51.160212,-0.163604,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107103
F1508,Gargrave,River Aire,Gargrave,53.982002,-2.097548,http://environment.data.gov.uk/flood-monitoring/def/core/statusClosed,2025-10-01 18:29:21.107104
690250,Pioneer Mills,River Irwell,Radcliffe,53.561524,-2.316991,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107105
1501TH,Iffley Lock,River Thames,Kennington,51.72955,-1.239792,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107106
2128,Bredon,River Avon,Bredon,52.03494,-2.116566,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107107
4083,Darlaston,River Trent,Meaford,52.916247,-2.171867,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107108
E24814,Diss,River Waveney,Diss,52.371419,1.099743,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-01 18:29:21.107110
